international_plan,voice_mail_plan,number_vmail_messages,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,total_net_minutes,total_net_calls,total_net_charge
0,0,0,13.5,3.0,3.65,1.0,0,675.0,322.0,62.97
0,0,0,6.3,2.0,1.7,2.0,0,549.6,287.0,51.830000000000005
0,1,27,12.3,6.0,3.32,1.0,0,673.2,352.0,70.63
0,0,0,12.4,4.0,3.35,0.0,0,566.7,255.0,55.54
0,0,0,12.6,5.0,3.4,1.0,0,589.1,359.0,64.87
1,0,0,9.6,7.0,2.59,2.0,0,697.3125,343.0,59.89625
0,0,0,9.6,4.0,2.59,3.0,0,553.4,364.0,51.63
0,0,0,6.9,5.0,1.86,2.0,0,614.0,343.0,68.84
0,1,21,6.3,3.0,1.7,3.5,0,640.5,289.0,69.97
0,0,0,12.5,5.0,3.38,0.0,0,601.3,307.0,53.89
0,1,23,9.8,2.0,2.65,0.0,0,717.5,293.0,70.34
0,0,0,8.3,3.0,2.24,0.0,0,654.3,314.0,57.879999999999995
0,1,20,14.3,9.0,3.86,1.0,0,663.5999999999999,241.0,65.68
0,0,0,11.1,1.0,3.0,1.0,1,753.0,326.0,76.89
0,0,0,14.8,2.0,4.0,1.0,1,670.7,351.0,73.1
0,0,0,9.3,2.0,2.51,2.0,0,502.29999999999995,226.0,42.09
0,0,0,9.7,7.0,2.62,2.0,0,539.5,233.0,54.82
0,0,0,11.0,3.0,2.97,0.0,0,458.09999999999997,325.0,48.43000000000001
0,0,0,9.6,5.0,2.59,1.0,0,619.0,323.0,69.41
0,0,0,9.6,9.0,2.59,3.0,0,676.0,316.0,58.04
0,1,18,10.1,5.0,2.73,1.0,0,422.9,333.0,36.660000000000004
0,0,0,5.9,2.0,1.59,0.0,0,609.5,251.0,51.949999999999996
1,0,0,13.6,3.0,3.67,3.0,1,528.1,318.0,52.739999999999995
0,1,36,10.5,5.0,2.84,3.0,1,666.5999999999999,330.0,65.54
0,1,34,17.2,9.0,4.64,2.0,0,609.5,288.0,61.93
0,0,0,10.6,2.0,2.86,1.0,0,645.5999999999999,335.0,65.67
0,0,0,9.5,6.0,2.57,3.0,0,499.7,286.0,41.81
0,0,0,6.3,3.0,1.7,1.0,0,387.1,270.0,31.52
0,1,33,6.2,4.0,1.67,3.5,1,575.3,274.0,50.580000000000005
0,1,20,14.8,10.5,4.0,0.0,0,612.5,365.0,63.78999999999999
0,1,23,7.6,2.0,2.05,3.0,0,532.5,345.0,49.17
0,0,0,8.1,2.0,2.19,1.0,0,608.9000000000001,356.0,52.699999999999996
0,0,0,11.2,4.0,3.02,2.0,0,620.0,301.0,58.029999999999994
0,0,0,11.6,6.0,3.13,1.0,0,547.5,256.0,57.459999999999994
0,0,0,5.3,3.0,1.43,1.0,0,593.9,320.0,53.11000000000001
0,0,0,8.1,4.0,2.19,0.0,0,586.8,276.0,52.809999999999995
0,0,0,13.3,10.5,3.59,2.0,0,618.7,297.0,56.82
0,0,0,11.0,2.0,2.97,3.0,0,677.3,308.0,67.53
0,1,16,6.7,2.0,1.81,0.0,0,413.90000000000003,311.0,42.56999999999999
1,0,0,12.8,3.0,3.46,0.0,0,602.3,340.0,65.2
0,0,0,10.5,2.0,2.84,0.0,0,741.1,344.0,70.57
0,0,0,3.25,0.0,0.8899999999999992,1.0,0,681.1,317.0,69.39999999999999
0,0,0,12.3,4.0,3.32,1.0,0,567.2,294.0,53.54
1,0,0,14.3,6.0,3.86,1.0,1,651.7,302.0,63.56
1,0,0,9.4,2.0,2.54,2.0,1,635.5,333.0,55.36
0,1,33,5.9,2.0,1.59,2.0,0,661.6999999999999,345.5,55.87
0,0,0,8.2,4.0,2.21,1.0,0,638.8000000000001,329.0,67.53
1,0,0,11.1,9.0,3.0,2.0,0,516.0,292.0,49.949999999999996
1,0,0,9.7,4.0,2.62,3.5,1,492.79999999999995,243.0,52.82000000000001
0,1,23,12.6,7.0,3.4,3.0,0,545.0,316.0,46.43
1,0,0,17.25,5.0,4.65,1.0,1,646.0,291.0,64.48
1,1,26,9.3,3.0,2.51,0.0,0,643.4,325.0,61.92
0,0,0,12.4,10.5,3.35,0.0,0,624.8000000000001,277.0,60.1
0,0,0,11.1,5.0,3.0,1.0,0,547.1,217.0,49.57
0,1,31,11.4,5.0,3.08,2.0,0,607.5,273.0,54.69
0,0,0,5.6,2.0,1.51,3.0,1,771.8,327.0,67.17
0,1,24,11.6,5.0,3.13,1.0,0,643.5,323.0,61.160000000000004
0,1,26,9.6,5.0,2.59,3.5,1,540.0,337.0,53.64
0,1,17,12.3,3.0,3.32,1.0,0,532.0,312.0,47.56
0,0,0,14.8,8.0,4.0,3.0,0,623.8,282.0,64.03
0,0,0,9.1,8.0,2.46,2.0,0,618.4000000000001,288.0,57.629999999999995
0,1,30,6.6,3.0,1.78,0.0,0,658.4000000000001,264.0,65.35000000000001
1,1,29,14.0,10.5,3.78,0.0,1,589.8,289.0,68.4
0,0,0,7.6,1.0,2.05,2.0,0,587.9,308.0,51.01
0,0,0,9.4,4.0,2.54,2.0,0,496.69999999999993,320.0,55.53
0,0,0,12.9,3.0,3.48,1.0,0,562.4,291.0,55.32
0,0,0,9.0,3.0,2.43,3.0,0,470.20000000000005,293.0,52.67
0,0,0,11.6,2.0,3.13,1.0,0,546.8,300.0,63.46
0,0,0,8.2,3.0,2.21,3.5,1,474.29999999999995,244.0,36.96
0,1,27,9.2,5.0,2.48,3.5,0,673.4,316.0,71.18
0,0,0,9.8,6.0,2.65,2.0,0,349.20000000000005,276.0,27.389999999999997
0,0,0,13.0,6.0,3.51,1.0,0,470.7,349.0,56.959999999999994
0,0,0,12.5,3.0,3.38,0.0,0,601.5999999999999,322.0,62.8
0,1,22,11.9,7.0,3.21,0.0,0,438.5,307.0,30.18
0,0,0,8.6,4.0,2.32,2.0,0,481.40000000000003,348.0,43.559999999999995
1,0,0,12.1,9.0,3.27,0.0,0,609.25,324.0,49.394999999999996
0,0,0,6.7,3.0,1.81,2.0,0,615.5,267.0,56.83
0,1,38,10.7,5.0,2.89,2.0,0,674.4,238.0,67.19
0,1,36,5.4,3.0,1.46,1.0,0,391.15000000000003,299.0,45.334999999999994
0,0,0,17.25,1.0,4.65,1.0,0,548.0,326.0,41.95
0,1,22,8.5,3.0,2.3,0.0,0,470.5,287.0,49.309999999999995
0,0,0,12.4,8.0,3.35,0.0,0,632.0999999999999,353.0,63.15
0,0,0,9.9,3.0,2.67,2.0,0,541.9,330.0,46.529999999999994
0,1,28,7.8,2.0,2.11,1.0,0,422.8,286.0,43.41
0,1,29,6.6,1.0,1.78,0.0,0,509.79999999999995,242.0,55.5
1,1,20,14.2,3.0,3.83,3.5,1,756.0999999999999,294.0,73.85
0,0,0,3.5,6.0,0.95,3.0,0,642.6,332.0,66.89
0,1,31,12.2,8.0,3.29,3.0,0,422.5,317.0,41.629999999999995
0,1,27,11.9,3.0,3.21,1.0,0,646.4,311.0,55.24
1,0,0,8.4,10.0,2.27,2.0,1,699.5,299.0,76.4
1,1,40,10.3,9.0,2.78,3.5,1,471.3,219.0,46.349999999999994
0,1,31,5.9,3.0,1.59,0.0,0,601.4,282.0,49.44
0,1,31,10.1,5.0,2.73,3.5,0,639.4,265.0,66.64
0,0,0,10.2,4.0,2.75,3.0,1,738.5,294.0,79.57
0,1,25,13.1,2.0,3.54,2.0,0,490.0,262.0,51.169999999999995
0,1,20,9.5,2.0,2.57,1.0,0,644.8,291.0,61.88
0,0,0,8.3,5.0,2.24,2.0,1,682.8,313.0,62.53
0,0,0,7.7,6.0,2.08,2.0,0,576.7,316.0,47.9
0,0,0,10.7,1.0,2.89,1.0,0,642.7,300.0,58.480000000000004
0,1,28,9.1,5.0,2.46,1.0,0,637.5999999999999,306.0,64.35
0,0,0,10.9,5.0,2.94,1.0,0,474.7,295.0,43.5
0,1,29,8.0,1.0,2.16,2.0,0,718.3,307.0,71.3
0,0,0,4.7,4.0,1.27,3.0,0,523.0,278.0,57.48
0,1,37,11.3,5.0,3.05,2.0,0,641.5999999999999,304.0,54.92
1,0,0,3.6,7.0,0.97,2.0,0,551.3,288.0,59.339999999999996
0,0,0,10.0,6.0,2.7,2.0,0,597.5,276.0,69.94
0,0,0,10.3,2.0,2.78,1.0,0,565.5999999999999,314.0,56.019999999999996
0,1,26,14.5,3.0,3.92,2.0,0,547.9000000000001,313.0,41.03
1,0,0,10.8,3.0,2.92,1.0,0,476.0,282.0,40.21
0,1,31,9.0,1.0,2.43,3.0,0,644.2,321.0,67.5
0,0,0,9.9,5.0,2.67,2.0,1,784.4000000000001,277.0,74.87
0,1,36,14.2,2.0,3.83,1.0,0,693.7,284.0,77.97000000000001
0,0,0,11.7,4.0,3.16,2.0,0,469.8,324.0,47.06999999999999
0,1,30,7.7,3.0,2.08,1.0,0,557.6,295.0,57.25
0,1,21,16.5,4.0,4.46,1.0,0,708.9000000000001,313.0,68.64
0,0,0,7.4,2.0,2.0,1.0,1,790.95,380.0,75.185
0,1,25,10.2,3.0,2.75,3.0,0,557.2,285.0,60.3
0,0,0,10.7,8.0,2.89,1.0,0,488.5,316.0,48.720000000000006
0,0,0,10.3,2.0,2.78,1.0,0,655.2,261.0,56.019999999999996
0,0,0,9.8,6.0,2.65,0.0,1,711.1999999999999,299.0,73.0
0,0,0,10.2,5.0,2.75,1.0,0,420.7,334.0,32.43
1,0,0,8.4,4.0,2.27,1.0,0,641.4000000000001,384.5,64.74000000000001
0,0,0,7.4,8.0,2.0,1.0,0,413.05,295.0,42.355
0,0,0,13.5,10.5,3.65,3.5,1,519.9,290.0,45.01
0,1,14,8.6,2.0,2.32,1.0,0,421.79999999999995,286.0,37.769999999999996
0,0,0,12.9,2.0,3.48,1.0,0,516.4,336.0,47.26
0,0,0,9.6,1.0,2.59,2.0,0,476.90000000000003,317.0,47.23
0,1,29,9.5,5.0,2.57,2.0,0,630.5999999999999,340.0,64.44
0,0,0,12.5,6.0,3.38,2.0,0,637.3,325.0,60.87
0,0,0,9.6,4.0,2.59,3.0,0,481.6,247.0,46.59
0,0,0,9.1,5.0,2.46,2.0,0,498.3,277.0,46.58
0,1,40,9.2,6.0,2.48,0.0,0,661.8,299.0,64.59
0,0,0,9.1,4.0,2.46,2.0,0,519.1,306.0,46.02
0,0,0,4.6,4.0,1.24,1.0,0,512.5,284.0,55.05
0,0,0,11.6,6.0,3.13,3.0,0,567.3,354.0,43.34
0,0,0,11.4,7.0,3.08,1.0,0,564.8,355.0,55.66
0,0,0,12.7,8.0,3.43,2.0,1,803.0124999999999,318.0,85.3175
0,0,0,13.1,8.0,3.54,0.0,0,558.2,321.0,54.13
0,1,29,6.6,8.0,1.78,1.0,0,501.1,254.0,45.08
0,0,0,10.6,5.0,2.86,0.0,0,645.2,304.0,62.46
0,0,0,12.7,3.0,3.43,1.0,0,646.9,222.0,59.5
0,0,0,7.7,6.0,2.08,3.5,0,585.5,367.0,55.24
1,1,29,13.2,6.0,3.56,1.0,1,628.9,292.0,64.59
0,1,37,7.3,1.0,1.97,2.0,0,650.8000000000001,325.0,68.14
0,1,40,8.0,5.0,2.16,1.0,0,605.3,271.0,56.75
1,1,35,8.8,7.0,2.38,2.0,0,701.5999999999999,381.0,58.56999999999999
0,0,0,14.0,6.0,3.78,3.0,0,615.9,380.0,55.629999999999995
0,0,0,11.6,6.0,3.13,1.0,0,492.8,300.0,52.79
1,0,0,14.5,4.0,3.92,0.0,1,748.7,260.0,77.89
0,0,0,12.8,4.0,3.46,1.0,0,653.6,297.0,61.08
0,1,33,10.6,3.0,2.86,2.0,0,477.5,339.0,53.56
0,0,0,7.1,1.0,1.92,3.0,0,626.6,307.0,61.019999999999996
0,0,0,5.1,2.0,1.38,0.0,0,631.2,313.0,57.4
0,0,0,13.8,4.0,3.73,3.0,0,515.5,300.0,50.29
1,1,37,4.1,2.0,1.11,0.0,1,610.6,290.0,62.41
0,0,0,7.4,2.0,2.0,3.5,0,666.3,287.0,68.42999999999999
0,0,0,6.5,5.0,1.76,1.0,0,482.5,304.0,44.5
0,0,0,13.9,4.0,3.75,0.0,0,590.8000000000001,299.0,57.78
0,0,0,9.5,2.0,2.57,0.0,0,524.4,276.0,45.4
0,1,22,4.8,4.0,1.3,3.0,0,552.4,305.0,46.77
0,1,34,15.6,4.0,4.21,2.0,0,456.1,298.0,42.41
0,0,0,10.8,6.0,2.92,2.0,0,708.8,318.0,63.11
0,1,27,10.2,7.0,2.75,3.5,0,604.0,251.0,54.13
0,0,0,9.2,10.5,2.48,1.0,0,517.0,354.0,50.0
0,1,19,7.5,3.0,2.03,0.0,0,545.0,316.0,52.14
0,1,31,12.9,1.0,3.48,1.0,0,672.2,306.0,69.32000000000001
0,0,0,11.4,2.0,3.08,0.0,0,473.20000000000005,310.0,42.730000000000004
0,0,0,7.9,4.0,2.13,2.0,0,541.2,295.0,51.49
0,0,0,9.8,3.0,2.65,1.0,0,572.3,328.0,54.35
0,0,0,11.0,10.5,2.97,0.0,0,586.1,267.0,59.17
0,0,0,15.6,7.0,4.21,0.0,0,718.7,300.0,69.67
0,1,24,14.0,4.0,3.78,1.0,0,640.7,308.0,63.3
0,1,22,8.5,4.0,2.3,3.0,0,589.2,357.0,65.24
0,0,0,7.5,5.0,2.03,1.0,0,475.20000000000005,343.0,50.49
0,1,39,9.1,4.0,2.46,0.0,0,275.2,352.0,25.08
0,0,0,6.0,3.0,1.62,3.0,1,729.0,228.0,73.94
0,0,0,11.5,4.0,3.11,2.0,0,595.8,322.0,66.53999999999999
0,0,0,9.5,6.0,2.57,1.0,0,598.0,245.0,61.790000000000006
0,1,22,8.5,3.0,2.3,3.0,0,575.3000000000001,289.0,63.0
0,1,31,10.5,5.0,2.84,1.0,0,559.0,325.0,55.9
0,0,0,9.4,10.0,2.54,3.5,1,583.2,263.0,53.71
0,0,0,9.3,4.0,2.51,0.0,0,626.9,320.0,56.63
0,0,0,9.3,2.0,2.51,2.0,0,487.70000000000005,304.0,56.379999999999995
0,0,0,9.9,7.0,2.67,0.0,0,469.0,289.0,45.24
0,0,0,8.3,2.0,2.24,1.0,0,437.5,266.0,43.53
0,0,0,9.5,9.0,2.57,1.0,1,767.1,275.0,79.81
0,1,31,12.0,4.0,3.24,1.0,0,659.8,252.0,71.06
0,0,0,7.4,4.0,2.0,3.0,0,405.29999999999995,302.0,48.08
0,0,0,7.8,4.0,2.11,1.0,0,612.6,307.0,59.9
0,1,22,9.2,4.0,2.48,2.0,0,672.5999999999999,374.0,62.12
0,0,0,9.6,1.0,2.59,2.0,0,554.0,322.0,62.44
0,0,0,12.3,1.0,3.32,1.0,0,626.8,333.0,64.64999999999999
0,1,33,15.5,4.0,4.19,0.0,0,594.1,320.0,59.31
0,1,26,16.3,4.0,4.4,1.0,0,711.8,314.0,74.67
0,0,0,11.8,5.0,3.19,0.0,0,479.8,281.0,49.28
0,0,0,11.2,3.0,3.02,3.0,0,585.2,240.0,51.93
0,0,0,7.5,10.5,2.03,1.0,0,606.1,248.0,58.37
0,0,0,5.9,3.0,1.59,1.0,0,636.1,326.0,64.03999999999999
0,0,0,9.4,4.0,2.54,1.0,0,571.4,287.0,62.29
0,0,0,8.9,4.0,2.4,0.0,0,555.1,324.0,56.65
1,0,0,8.7,9.0,2.35,1.0,1,757.4,293.0,74.97
0,0,0,13.1,2.0,3.54,1.0,0,585.1,291.0,57.60999999999999
0,0,0,9.3,5.0,2.51,0.0,0,537.6,264.0,45.91
0,1,38,11.4,3.0,3.08,3.0,0,530.2,305.0,61.97
0,0,0,6.5,1.0,1.76,1.0,0,603.1,333.0,56.7
0,0,0,11.1,8.0,3.0,3.0,0,537.8,240.0,46.05
0,1,32,8.6,7.0,2.32,1.0,0,451.81250000000006,327.0,32.0775
0,0,0,10.1,2.0,2.73,3.0,0,592.0,287.0,63.11
0,0,0,12.6,8.0,3.4,1.0,0,603.4,334.0,58.56999999999999
0,0,0,8.2,2.0,2.21,1.0,0,536.2,326.0,64.08999999999999
0,0,0,10.2,4.0,2.75,1.0,0,512.7,315.0,49.17999999999999
0,0,0,5.7,7.0,1.54,3.5,0,654.4,286.0,63.730000000000004
0,1,29,8.0,4.0,2.16,3.0,0,598.8,332.0,53.91
0,0,0,10.9,4.0,2.94,3.5,0,611.6,298.0,57.54
0,0,0,11.6,9.0,3.13,1.0,0,423.29999999999995,321.0,35.47
0,0,0,7.5,3.0,2.03,1.0,0,526.4000000000001,268.0,53.17
0,0,0,9.1,4.0,2.46,0.0,0,629.5,251.0,57.94
0,0,0,8.4,10.5,2.27,0.0,0,699.1,263.0,64.65
0,0,0,11.0,9.0,2.97,0.0,0,595.1,279.0,61.519999999999996
0,0,0,10.7,3.0,2.89,0.0,0,399.5,305.0,36.05
0,0,0,7.7,3.0,2.08,0.0,0,426.7,316.0,42.989999999999995
0,0,0,14.1,3.0,3.81,1.0,0,598.7,326.0,57.39
0,1,23,10.4,7.0,2.81,1.0,0,579.3,286.0,53.65
0,0,0,6.5,4.0,1.76,3.0,0,608.8,290.0,62.83
0,0,0,3.6,5.0,0.97,1.0,0,605.3,262.0,62.0
0,1,40,7.6,7.0,2.05,3.0,0,649.6,287.0,58.84
1,1,32,10.6,6.0,2.86,2.0,0,449.5,318.0,38.239999999999995
0,0,0,9.7,3.0,2.62,2.0,0,553.5,256.0,56.4
0,0,0,12.5,4.0,3.38,3.0,0,671.9,297.0,63.32000000000001
0,0,0,3.25,0.0,0.8899999999999992,2.0,0,425.4,283.0,36.58
0,0,0,6.9,2.0,1.86,2.0,0,636.4,335.0,64.62
0,1,22,7.3,5.0,1.97,2.0,0,562.1,256.0,55.74
1,0,0,15.3,6.0,4.13,1.0,1,644.0999999999999,320.0,69.92
1,1,30,11.4,4.0,3.08,2.0,0,698.5,340.0,68.55999999999999
0,0,0,7.2,6.0,1.94,1.0,0,609.5999999999999,285.0,62.540000000000006
0,0,0,9.3,3.0,2.51,1.0,0,536.2,350.0,53.71
0,0,0,11.7,5.0,3.16,2.0,0,641.3,286.0,60.42
0,1,38,7.4,2.0,2.0,0.0,0,583.5,268.0,54.94
0,1,36,10.9,5.0,2.94,3.5,1,423.2,282.0,36.71
0,0,0,13.5,3.0,3.65,1.0,0,514.4,338.0,57.830000000000005
0,1,36,16.4,5.0,4.43,1.0,0,586.3,304.0,57.57
0,0,0,11.9,3.0,3.21,2.0,0,581.2,311.0,52.83
0,0,0,7.8,5.0,2.11,1.0,0,602.0999999999999,310.0,51.89
0,0,0,9.2,2.0,2.48,1.0,0,636.2,322.0,64.33
0,1,39,12.7,5.0,3.43,2.0,0,630.3,324.0,69.58
0,1,26,13.4,5.0,3.62,0.0,0,594.1,333.0,58.33
0,0,0,11.5,3.0,3.11,3.0,1,695.4,261.0,73.29
0,0,0,8.0,1.0,2.16,2.0,0,726.0,328.0,70.25999999999999
0,0,0,7.2,5.0,1.94,2.0,0,631.0,291.0,71.27
1,1,20,12.1,4.0,3.27,1.0,0,532.6,331.0,54.2
1,0,0,6.5,6.0,1.76,3.0,0,531.5,279.0,39.04
1,0,0,16.7,3.0,4.51,2.0,1,544.5,342.0,49.66
0,0,0,8.8,8.0,2.38,1.0,0,603.0999999999999,286.0,59.32000000000001
0,1,20,9.4,2.0,2.54,1.0,0,581.9,221.0,62.57
0,0,0,11.5,3.0,3.11,0.0,0,442.2125000000001,314.0,35.2975
0,1,17,11.4,3.0,3.08,3.5,0,682.1,341.0,64.49
0,0,0,10.4,6.0,2.81,1.0,0,560.9,296.0,57.03
0,1,26,6.6,8.0,1.78,1.0,0,554.0,299.0,55.11
0,0,0,6.4,2.0,1.73,1.0,0,502.5,336.0,46.2
0,0,0,7.8,1.0,2.11,1.0,0,607.1,341.0,58.23
0,0,0,8.7,5.0,2.35,1.0,0,612.5,328.0,65.96000000000001
0,1,32,8.2,4.0,2.21,3.0,0,487.7,278.0,48.620000000000005
0,1,29,10.1,6.0,2.73,0.0,0,549.2,291.0,47.31
0,1,23,12.7,4.0,3.43,3.0,0,475.5,255.0,50.75
0,0,0,11.0,5.0,2.97,2.0,0,406.9,317.0,37.519999999999996
0,0,0,9.6,4.0,2.59,1.0,0,585.5,314.0,57.46
0,0,0,9.8,10.5,2.65,2.0,0,602.4000000000001,278.0,63.42999999999999
0,0,0,13.1,5.0,3.54,1.0,0,543.7,297.0,48.68000000000001
0,1,30,9.8,6.0,2.65,2.0,0,674.6,307.0,73.74000000000001
0,1,21,9.5,4.0,2.57,2.0,0,681.2,305.0,60.32
0,0,0,10.1,5.0,2.73,1.0,0,664.5,247.0,64.15
0,0,0,8.4,3.0,2.27,2.0,0,574.2,319.0,60.07000000000001
1,0,0,3.25,6.0,0.8899999999999992,1.0,0,641.5,332.0,63.25999999999999
0,1,35,15.0,5.0,4.05,0.0,0,765.6,296.0,68.25
0,1,31,11.4,4.0,3.08,0.0,0,610.0,255.0,55.4
1,0,0,11.0,2.0,2.97,0.0,1,656.5,288.0,68.13
0,1,26,15.2,4.0,4.1,2.0,0,598.9,379.0,62.28
0,0,0,9.7,2.0,2.62,3.0,0,611.7,272.0,65.31
0,0,0,11.0,3.0,2.97,1.0,0,582.1999999999999,302.0,59.599999999999994
0,0,0,13.3,4.0,3.59,1.0,0,576.4,269.0,54.92
1,1,28,8.8,3.0,2.38,3.5,1,439.0,276.0,42.29
0,0,0,9.2,7.0,2.48,0.0,0,610.6,298.0,59.45
1,0,0,7.7,2.0,2.08,1.0,1,527.0,348.0,52.540000000000006
0,0,0,10.7,4.0,2.89,1.0,0,568.8,257.0,54.660000000000004
0,1,20,10.5,4.0,2.84,0.0,0,667.5,320.0,68.3
1,1,24,5.8,4.0,1.57,2.0,0,577.0,243.0,50.53
0,1,26,13.6,5.0,3.67,3.5,0,613.4,255.0,57.61
1,0,0,10.1,4.0,2.73,2.0,0,630.9,291.0,65.5
1,0,0,10.7,4.0,2.89,1.0,0,496.8,386.0,50.629999999999995
0,1,27,9.4,4.0,2.54,1.0,0,672.5999999999999,256.0,66.16
1,0,0,9.4,4.0,2.54,3.0,0,513.4,268.0,37.769999999999996
0,1,22,11.2,9.0,3.02,1.0,0,664.2,341.0,70.77
0,0,0,10.7,5.0,2.89,3.0,0,634.5,210.0,67.62
0,0,0,11.1,6.0,3.0,2.0,1,656.9000000000001,293.0,71.11
0,0,0,11.8,2.0,3.19,2.0,0,466.4,292.0,52.56
0,0,0,10.5,3.0,2.84,3.0,0,503.2,254.0,45.39
1,1,40,7.5,3.0,2.03,0.0,0,573.4,267.0,68.86
0,0,0,14.1,3.0,3.81,2.0,0,591.1,239.0,55.28999999999999
1,1,33,8.2,2.0,2.21,1.0,1,690.3,285.0,75.13999999999999
0,0,0,15.1,2.0,4.08,1.0,0,594.5,316.0,59.75
0,0,0,10.8,4.0,2.92,1.0,0,625.2,294.0,63.53
0,1,32,8.4,2.0,2.27,1.0,0,476.70000000000005,337.0,49.18
1,0,0,14.5,7.0,3.92,1.0,1,566.4,372.0,52.83
0,1,22,14.6,5.0,3.94,2.0,0,591.2,343.0,61.620000000000005
0,1,26,15.9,5.0,4.29,1.0,0,505.0,365.0,47.45
0,1,27,11.3,2.0,3.05,1.0,0,661.6,294.0,71.27000000000001
0,0,0,9.4,5.0,2.54,1.0,0,628.7,331.0,67.14999999999999
0,0,0,6.5,4.0,1.76,0.0,0,757.1,286.0,70.7
0,0,0,12.6,3.0,3.4,1.0,0,752.9,261.0,70.07
0,0,0,9.8,4.0,2.65,0.0,0,683.1,240.0,71.14
0,0,0,6.8,4.0,1.84,0.0,0,505.5,280.0,56.099999999999994
0,1,30,12.1,3.0,3.27,1.0,0,493.79999999999995,316.0,45.0
0,1,17,5.8,3.0,1.57,1.0,0,627.8,296.0,61.21
0,0,0,12.1,4.0,3.27,1.0,0,582.3,340.0,60.129999999999995
0,0,0,9.9,6.0,2.67,0.0,0,520.1,342.0,57.03
0,0,0,13.1,4.0,3.54,1.0,0,416.1,258.0,38.31
0,0,0,15.3,5.0,4.13,0.0,0,641.0999999999999,299.0,61.64
0,1,40,12.4,4.0,3.35,1.0,0,506.0,293.0,47.269999999999996
0,0,0,5.7,3.0,1.54,2.0,1,769.5,288.0,80.74
0,0,0,12.1,5.0,3.27,1.0,0,647.0999999999999,293.0,65.91
0,0,0,6.6,6.0,1.78,2.0,0,523.4,273.0,42.04
0,0,0,15.1,3.0,4.08,1.0,0,599.4,324.0,58.45
0,0,0,13.1,3.0,3.54,1.0,0,583.7,331.0,52.660000000000004
0,1,16,12.7,3.0,3.43,2.0,0,445.5,329.0,46.1
0,0,0,13.1,5.0,3.54,0.0,0,359.55,285.0,31.974999999999994
0,1,24,10.1,6.0,2.73,1.0,0,447.6,230.0,43.769999999999996
0,0,0,11.6,6.0,3.13,1.0,0,566.0,309.0,55.45
0,0,0,12.2,4.0,3.29,0.0,0,629.8,353.0,54.74
0,0,0,5.5,2.0,1.49,2.0,0,636.3,348.0,59.84
0,0,0,9.9,3.0,2.67,2.0,0,548.6999999999999,210.0,58.75
1,0,0,13.4,1.0,3.62,3.0,1,502.7,330.0,47.33
0,0,0,11.8,2.0,3.19,2.0,0,658.4,278.0,63.56999999999999
0,0,0,9.4,4.0,2.54,2.0,1,713.3,327.0,80.6
0,0,0,10.2,3.0,2.75,0.0,0,570.1999999999999,318.0,61.31
0,0,0,9.4,3.0,2.54,3.0,0,418.3,284.0,33.0
0,0,0,9.9,3.0,2.67,1.0,0,347.3125,263.0,33.05625
0,1,31,9.7,4.0,2.62,0.0,0,604.5999999999999,317.0,62.53
1,1,33,8.1,10.5,2.19,0.0,0,537.5,306.0,46.6
0,1,28,11.9,8.0,3.21,1.0,0,732.3,340.0,70.38000000000001
0,0,0,9.0,6.0,2.43,3.0,0,595.1,342.0,50.01
0,0,0,10.3,2.0,2.78,3.5,0,550.0,310.0,60.65
1,0,0,11.4,10.5,3.08,2.0,0,451.0,276.0,44.81
0,0,0,15.8,6.0,4.27,1.0,0,521.7,302.0,56.74
0,1,19,14.6,6.0,3.94,1.0,0,554.8,252.0,53.55
0,0,0,10.3,4.0,2.78,1.0,1,667.1,331.0,60.230000000000004
0,1,31,10.3,4.0,2.78,1.0,0,575.0,278.0,49.46
0,0,0,9.1,9.0,2.46,0.0,0,637.4,297.0,66.07000000000001
0,0,0,9.2,2.0,2.48,2.0,0,574.5,298.0,61.239999999999995
0,0,0,10.9,5.0,2.94,0.0,0,584.5500000000001,338.0,63.155
1,0,0,11.0,4.0,2.97,3.0,1,483.4,269.0,55.16
0,0,0,9.6,3.0,2.59,3.0,0,718.1,264.0,70.47
0,0,0,7.6,6.0,2.05,3.0,0,630.8,299.0,54.660000000000004
0,0,0,6.2,7.0,1.67,2.0,0,623.8,376.0,67.32
0,0,0,12.7,2.0,3.43,1.0,0,519.4,343.0,51.15
0,0,0,9.2,4.0,2.48,1.0,0,636.0999999999999,300.0,58.49
0,1,37,11.7,8.0,3.16,1.0,0,555.4,278.0,57.230000000000004
0,0,0,11.3,3.0,3.05,3.0,1,753.5999999999999,278.0,76.32
0,0,0,9.9,6.0,2.67,2.0,0,583.0,333.0,55.64
0,0,0,14.9,3.0,4.02,1.0,0,555.4,358.0,51.529999999999994
0,1,38,13.1,3.0,3.54,3.0,0,646.2124999999999,360.0,55.39625
0,0,0,12.4,10.5,3.35,1.0,0,578.0999999999999,290.0,58.06999999999999
0,0,0,8.9,4.0,2.4,3.0,0,429.3,319.0,47.34
0,0,0,9.9,9.0,2.67,3.5,0,535.7,315.0,57.190000000000005
0,1,27,11.1,3.0,3.0,0.0,0,634.8,341.0,66.81
0,0,0,8.2,5.0,2.21,1.0,0,506.20000000000005,258.0,46.620000000000005
0,0,0,4.0,7.0,1.08,0.0,0,581.0,317.0,60.36
1,0,0,7.4,4.0,2.0,2.0,0,640.3,337.0,59.81
